Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,332380,-,-,-,35.13,-111.66,-7,2141,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2018,1,1,0,30,0,0,0,-13.700000000000001,2.1,791,30.080000000000002,34,0.8,0.11,0,0,0
2018,1,1,1,30,0,0,0,-14,1.9000000000000001,791,29.740000000000002,38,0.8,0.11,0,0,0
2018,1,1,2,30,0,0,0,-14.3,1.6,791,29.560000000000002,47,1,0.11,0,0,0
2018,1,1,3,30,0,0,0,-14.3,1.2000000000000002,791,30.35,54,1.1,0.11,0,0,0
2018,1,1,4,30,0,0,0,-14.3,0.5,791,32.05,49,1.2000000000000002,0.11,0,0,0
2018,1,1,5,30,0,0,0,-14.100000000000001,-0.4,791,34.9,44,1.3,0.11,0,0,0
2018,1,1,6,30,0,0,0,-13.8,-1.1,791,37.45,46,1.2000000000000002,0.11,0,0,0
2018,1,1,7,30,34,3,2,-13.5,-0.5,792,36.65,52,0.8,0.11,4,45,3
2018,1,1,8,30,114,81,98,-11,2.5,792,36.230000000000004,59,0.5,0.11,32,703,139
2018,1,1,9,30,737,75,302,-13,6.300000000000001,792,23.6,71,0.5,0.11,42,895,318
2018,1,1,10,30,881,72,449,-13.8,9.600000000000001,793,17.66,161,0.4,0.11,49,975,466
2018,1,1,11,30,692,139,487,-14.600000000000001,12.100000000000001,792,14.030000000000001,255,0.5,0.11,53,1011,561
2018,1,1,12,30,1023,53,594,-14.9,13.200000000000001,791,12.8,279,0.7000000000000001,0.11,53,1023,594
2018,1,1,13,30,1006,50,556,-15.100000000000001,13.5,791,12.26,297,0.8,0.11,50,1006,556
2018,1,1,14,30,721,108,417,-15.5,13.200000000000001,790,12.17,312,0.8,0.11,46,973,463
2018,1,1,15,30,639,88,286,-15.3,10.700000000000001,790,14.56,323,0.8,0.11,40,895,317
2018,1,1,16,30,622,38,134,-8,6.9,791,33.730000000000004,331,1,0.11,29,709,139
2018,1,1,17,30,0,2,2,-10.8,4.6000000000000005,791,31.82,344,1.3,0.11,4,48,3
2018,1,1,18,30,0,0,0,-11.600000000000001,3.5,791,32.22,183,1.2000000000000002,0.11,0,0,0
2018,1,1,19,30,0,0,0,-12,2.7,791,33.11,18,1.2000000000000002,0.11,0,0,0
2018,1,1,20,30,0,0,0,-12.3,2.1,791,33.6,24,1.1,0.11,0,0,0
2018,1,1,21,30,0,0,0,-12.5,1.4000000000000001,791,34.81,22,1.1,0.11,0,0,0
2018,1,1,22,30,0,0,0,-12.5,0.7000000000000001,791,36.62,15,1.2000000000000002,0.11,0,0,0
2018,1,1,23,30,0,0,0,-12.4,0.1,791,38.63,7,1.2000000000000002,0.11,0,0,0
2018,1,2,0,30,0,0,0,-12.3,-0.7000000000000001,791,41.18,4,1.2000000000000002,0.11,0,0,0
2018,1,2,1,30,0,0,0,-11.9,-1.4000000000000001,791,44.85,4,0.9,0.11,0,0,0
2018,1,2,2,30,0,0,0,-11.4,-1.7000000000000002,792,47.74,8,0.7000000000000001,0.11,0,0,0
2018,1,2,3,30,0,0,0,-10.9,-1.4000000000000001,792,48.22,16,0.7000000000000001,0.11,0,0,0
