Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340962,-,-,-,41.89,-71.02,-5,19,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2021,1,1,0,30,0,0,0,-1.5,-1,1029,326,1.2000000000000002,0.12,0,0,0
2021,1,1,1,30,0,0,0,-1.8,-1.3,1030,330,1.2000000000000002,0.12,0,0,0
2021,1,1,2,30,0,0,0,-2,-1.5,1030,333,1.2000000000000002,0.12,0,0,0
2021,1,1,3,30,0,0,0,-2.2,-1.7000000000000002,1031,336,1.1,0.12,0,0,0
2021,1,1,4,30,0,0,0,-2.4000000000000004,-2,1031,338,1.1,0.12,0,0,0
2021,1,1,5,30,0,0,0,-2.8000000000000003,-2.1,1032,341,1.1,0.12,0,0,0
2021,1,1,6,30,0,0,0,-3,-2,1033,346,1,0.12,0,0,0
2021,1,1,7,30,297,17,29,-3.1,-0.7000000000000001,1033,350,0.9,0.12,17,297,29
2021,1,1,8,30,446,63,146,-3,1,1034,180,0.7000000000000001,0.12,37,710,170
2021,1,1,9,30,832,52,306,-4,2.3000000000000003,1033,18,0.6000000000000001,0.12,52,832,306
2021,1,1,10,30,801,80,390,-4.4,3.1,1032,42,0.4,0.12,64,880,404
2021,1,1,11,30,292,206,330,-4.5,3.9000000000000004,1031,85,0.30000000000000004,0.12,63,902,445
2021,1,1,12,30,211,211,298,-4.5,4.3,1030,144,0.2,0.12,59,906,434
2021,1,1,13,30,68,183,207,-4,4,1030,177,0.30000000000000004,0.12,59,854,366
2021,1,1,14,30,18,105,110,-2.7,3.2,1030,189,0.5,0.12,56,728,247
2021,1,1,15,30,2,39,39,-1.6,2.4000000000000004,1029,187,0.8,0.12,39,502,104
2021,1,1,16,30,0,1,1,-2,2,1029,172,0.9,0.12,3,22,2
2021,1,1,17,30,0,0,0,-1.7000000000000002,1.8,1029,162,0.9,0.12,0,0,0
2021,1,1,18,30,0,0,0,-1.3,1.6,1028,153,0.7000000000000001,0.12,0,0,0
2021,1,1,19,30,0,0,0,-0.4,1.6,1027,147,0.8,0.12,0,0,0
2021,1,1,20,30,0,0,0,0.30000000000000004,2.1,1025,139,0.9,0.12,0,0,0
2021,1,1,21,30,0,0,0,1.1,2.5,1024,126,1,0.12,0,0,0
