Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,223323,-,-,-,32.85,-117.14,-8,123,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2018,1,1,0,30,0,0,0,6.2,14.600000000000001,1004,57.02,70,1.5,0.16,0,0,0
2018,1,1,1,30,0,0,0,5.6000000000000005,14.4,1004,55.620000000000005,66,1.5,0.16,0,0,0
2018,1,1,2,30,0,0,0,5.1000000000000005,14.200000000000001,1004,54.11,61,1.6,0.16,0,0,0
2018,1,1,3,30,0,0,0,4.4,13.9,1004,52.75,63,1.7000000000000002,0.16,0,0,0
2018,1,1,4,30,0,0,0,3.8000000000000003,13.5,1004,51.75,68,1.8,0.16,0,0,0
2018,1,1,5,30,0,0,0,3.2,13.100000000000001,1004,50.94,72,1.8,0.16,0,0,0
2018,1,1,6,30,0,0,0,2.5,13.4,1005,47.550000000000004,77,1.7000000000000002,0.16,0,0,0
2018,1,1,7,30,307,39,73,2,15.3,1005,40.78,80,2.2,0.16,32,457,83
2018,1,1,8,30,519,83,229,2,17.8,1005,34.59,79,2.7,0.16,54,735,260
2018,1,1,9,30,801,76,411,2.5,19.6,1005,32.01,82,2.6,0.16,67,848,421
2018,1,1,10,30,536,177,452,2.1,20.900000000000002,1005,28.73,89,2.4000000000000004,0.16,75,896,535
2018,1,1,11,30,324,244,425,1.8,21.700000000000003,1005,26.88,100,2.3000000000000003,0.16,81,912,590
2018,1,1,12,30,861,96,571,2.3000000000000003,22.1,1004,27.080000000000002,104,2.2,0.16,82,901,579
2018,1,1,13,30,565,173,452,2.6,21.700000000000003,1004,28.43,101,2.1,0.16,79,866,506
2018,1,1,14,30,257,192,291,3.3000000000000003,20.5,1004,32.07,102,1.8,0.16,72,792,378
2018,1,1,15,30,56,120,133,4.2,18.6,1003,38.65,96,1.5,0.16,56,638,209
2018,1,1,16,30,9,31,32,4.9,16.900000000000002,1004,45.07,86,1.4000000000000001,0.16,26,266,43
2018,1,1,17,30,0,0,0,5.300000000000001,16,1004,49.2,80,1.5,0.16,0,0,0
2018,1,1,18,30,0,0,0,5.300000000000001,15.5,1004,50.7,76,1.5,0.16,0,0,0
2018,1,1,19,30,0,0,0,5.1000000000000005,15.3,1005,50.550000000000004,83,1.4000000000000001,0.16,0,0,0
2018,1,1,20,30,0,0,0,5.1000000000000005,15.200000000000001,1005,50.81,95,1.2000000000000002,0.16,0,0,0
2018,1,1,21,30,0,0,0,5.2,15.100000000000001,1005,51.480000000000004,100,1.1,0.16,0,0,0
2018,1,1,22,30,0,0,0,5.2,15.100000000000001,1005,51.61,98,1,0.16,0,0,0
2018,1,1,23,30,0,0,0,5.300000000000001,15.3,1005,51.35,93,0.9,0.16,0,0,0
2018,1,2,0,30,0,0,0,5.4,15.3,1005,51.68,88,0.9,0.16,0,0,0
2018,1,2,1,30,0,0,0,5.5,15.4,1005,51.82,77,0.8,0.16,0,0,0
2018,1,2,2,30,0,0,0,5.800000000000001,15.4,1005,52.59,61,0.8,0.16,0,0,0
2018,1,2,3,30,0,0,0,5.9,15.3,1004,53.300000000000004,55,0.9,0.16,0,0,0
2018,1,2,4,30,0,0,0,5.9,15.3,1005,53.49,57,0.9,0.16,0,0,0
2018,1,2,5,30,0,0,0,5.800000000000001,15.200000000000001,1005,53.33,61,0.9,0.16,0,0,0
2018,1,2,6,30,0,0,0,5.5,15.4,1005,51.79,66,0.9,0.16,0,0,0
2018,1,2,7,30,175,46,65,5.300000000000001,17.1,1005,45.59,70,1,0.16,35,411,80
2018,1,2,8,30,593,76,242,4.9,19.700000000000003,1005,37.9,74,1.4000000000000001,0.16,59,700,255
2018,1,2,9,30,749,88,401,4.6000000000000005,22.200000000000003,1005,31.76,78,2,0.16,70,824,415
2018,1,2,10,30,846,89,524,3.6,24.1,1004,26.29,81,2.4000000000000004,0.16,76,883,530
2018,1,2,11,30,903,81,586,2.8000000000000003,25.1,1003,23.53,83,2.6,0.16,81,903,586
2018,1,2,12,30,898,81,578,2.7,25.5,1002,22.69,83,2.6,0.16,81,898,578
2018,1,2,13,30,865,78,506,3,25.3,1002,23.46,82,2.7,0.16,78,865,506
2018,1,2,14,30,790,71,378,3.5,24.3,1002,25.87,80,2.4000000000000004,0.16,71,790,378
2018,1,2,15,30,634,56,210,5,22.1,1002,32.77,73,1.8,0.16,56,634,210
2018,1,2,16,30,2,30,30,6.4,19.8,1002,41.67,71,1.5,0.16,26,252,43
