Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,332380,-,-,-,35.13,-111.66,-7,2141,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2021,1,1,0,30,0,0,0,-11.200000000000001,-5.5,782,45,1.1,0.6900000000000001,0,0,0
2021,1,1,1,30,0,0,0,-11.4,-5.800000000000001,782,44,1,0.6900000000000001,0,0,0
2021,1,1,2,30,0,0,0,-11.700000000000001,-6,782,41,0.9,0.6900000000000001,0,0,0
2021,1,1,3,30,0,0,0,-11.9,-6.1000000000000005,782,38,0.9,0.6900000000000001,0,0,0
2021,1,1,4,30,0,0,0,-11.9,-6.2,783,36,1,0.6900000000000001,0,0,0
2021,1,1,5,30,0,0,0,-11.600000000000001,-6.4,783,38,0.9,0.6900000000000001,0,0,0
2021,1,1,6,30,0,0,0,-11.3,-6.7,784,40,0.9,0.6900000000000001,0,0,0
2021,1,1,7,30,22,3,2,-10.9,-6,785,42,1.1,0.6900000000000001,4,44,3
2021,1,1,8,30,688,33,138,-10.200000000000001,-3.8000000000000003,786,46,1.5,0.6900000000000001,33,688,138
2021,1,1,9,30,880,47,318,-9.5,-1.4000000000000001,786,49,1.7000000000000002,0.6900000000000001,47,880,318
2021,1,1,10,30,963,54,466,-9.200000000000001,0.7000000000000001,787,51,1.7000000000000002,0.6900000000000001,54,963,466
2021,1,1,11,30,1002,57,561,-9,2.3000000000000003,787,51,1.6,0.6900000000000001,57,1002,561
