Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1238839,-,-,-,40.69,-74.18,-5,4,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2018,1,1,0,30,0,0,0,-16.3,-13.600000000000001,1026,80.15,322,2.1,0.8,0,0,0
2018,1,1,1,30,0,0,0,-16.2,-13.8,1026,82.11,321,2.1,0.8,0,0,0
2018,1,1,2,30,0,0,0,-16.2,-14,1027,83.53,320,2.1,0.8,0,0,0
2018,1,1,3,30,0,0,0,-16.2,-14.100000000000001,1027,84.21000000000001,319,2.1,0.8,0,0,0
2018,1,1,4,30,0,0,0,-16.2,-14.3,1027,85.62,318,2.1,0.8,0,0,0
2018,1,1,5,30,0,0,0,-16.2,-14.5,1027,86.56,317,2.1,0.8,0,0,0
2018,1,1,6,30,0,0,0,-16.400000000000002,-14.700000000000001,1028,87.13,315,2.1,0.8,0,0,0
2018,1,1,7,30,0,9,9,-16.5,-14,1028,81.51,315,2.1,0.8,13,191,17
2018,1,1,8,30,138,99,123,-16,-12.3,1029,73.83,317,2.4000000000000004,0.8,42,687,160
2018,1,1,9,30,173,199,251,-15.3,-10.600000000000001,1029,68.23,319,2.5,0.8,60,844,313
2018,1,1,10,30,158,280,342,-15.100000000000001,-9.3,1028,62.67,319,2.6,0.8,71,913,428
2018,1,1,11,30,164,321,393,-14.9,-8.4,1028,59.46,317,2.6,0.8,77,943,490
2018,1,1,12,30,227,301,401,-14.700000000000001,-7.800000000000001,1027,57.51,315,2.6,0.8,76,944,490
2018,1,1,13,30,337,231,363,-14.600000000000001,-7.5,1027,56.72,314,2.5,0.8,72,914,430
2018,1,1,14,30,451,141,277,-14.5,-7.7,1027,58.01,312,2.4000000000000004,0.8,61,841,315
2018,1,1,15,30,523,62,153,-14.5,-8.4,1027,61.31,308,2.2,0.8,45,680,163
2018,1,1,16,30,0,10,10,-14.700000000000001,-9.5,1028,65.99,304,2,0.8,14,187,18
2018,1,1,17,30,0,0,0,-14.700000000000001,-10.4,1028,70.9,298,1.9000000000000001,0.8,0,0,0
2018,1,1,18,30,0,0,0,-14.8,-10.9,1028,73.2,289,1.9000000000000001,0.8,0,0,0
