Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,782857,-,-,-,44.85,-93.02,-6,237,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2019,1,1,0,30,0,0,0,-19.1,-16.900000000000002,1001,347,4.5,0.8,0,0,0
2019,1,1,1,30,0,0,0,-21.1,-18.8,1002,345,3.8000000000000003,0.8,0,0,0
2019,1,1,2,30,0,0,0,-23.200000000000003,-21,1003,343,3,0.8,0,0,0
2019,1,1,3,30,0,0,0,-25.5,-22.900000000000002,1003,346,2.6,0.8,0,0,0
2019,1,1,4,30,0,0,0,-27.200000000000003,-24.3,1003,350,2.5,0.8,0,0,0
2019,1,1,5,30,0,0,0,-28.400000000000002,-25.400000000000002,1003,353,2.3000000000000003,0.8,0,0,0
2019,1,1,6,30,0,0,0,-29.400000000000002,-26.3,1004,351,2,0.8,0,0,0
2019,1,1,7,30,0,0,0,-30.200000000000003,-26.6,1005,347,1.9000000000000001,0.8,0,0,0
2019,1,1,8,30,6,47,48,-30.400000000000002,-25.6,1006,347,2.1,0.8,30,498,74
2019,1,1,9,30,292,113,176,-28.700000000000003,-23.6,1006,351,2.5,0.8,52,740,212
2019,1,1,10,30,250,178,256,-26.900000000000002,-21.8,1005,350,2.3000000000000003,0.8,66,831,324
2019,1,1,11,30,264,231,327,-24.8,-20.1,1004,336,1.9000000000000001,0.8,71,876,391
2019,1,1,12,30,204,252,329,-22.900000000000002,-18.400000000000002,1004,321,1.8,0.8,70,893,406
2019,1,1,13,30,425,176,322,-21.1,-16.8,1003,323,1.8,0.8,65,872,365
2019,1,1,14,30,421,125,238,-20,-15.700000000000001,1003,335,1.5,0.8,55,809,273
2019,1,1,15,30,9,95,96,-19.5,-15.600000000000001,1003,340,0.9,0.8,39,664,144
2019,1,1,16,30,77,11,13,-20,-16,1002,320,0.5,0.8,13,201,17
2019,1,1,17,30,0,0,0,-21.700000000000003,-16.400000000000002,1002,265,0.5,0.8,0,0,0
2019,1,1,18,30,0,0,0,-22.5,-17.400000000000002,1001,230,0.9,0.8,0,0,0
2019,1,1,19,30,0,0,0,-23.400000000000002,-19,1000,234,1.3,0.8,0,0,0
2019,1,1,20,30,0,0,0,-24.5,-20.6,1000,237,1.6,0.8,0,0,0
2019,1,1,21,30,0,0,0,-25.400000000000002,-22,999,232,1.7000000000000002,0.8,0,0,0
2019,1,1,22,30,0,0,0,-26,-23,998,225,1.8,0.8,0,0,0
2019,1,1,23,30,0,0,0,-26.400000000000002,-23.900000000000002,997,220,1.7000000000000002,0.8,0,0,0
2019,1,2,0,30,0,0,0,-26.900000000000002,-24.400000000000002,996,214,1.7000000000000002,0.8,0,0,0
2019,1,2,1,30,0,0,0,-26.8,-23.5,995,205,1.6,0.8,0,0,0
2019,1,2,2,30,0,0,0,-25.400000000000002,-21.400000000000002,994,198,1.7000000000000002,0.8,0,0,0
2019,1,2,3,30,0,0,0,-23,-19.1,993,192,1.8,0.8,0,0,0
2019,1,2,4,30,0,0,0,-21.200000000000003,-17.7,992,189,2.1,0.8,0,0,0
2019,1,2,5,30,0,0,0,-20.200000000000003,-16.900000000000002,991,190,2.3000000000000003,0.8,0,0,0
2019,1,2,6,30,0,0,0,-19.8,-16.7,991,190,2.5,0.8,0,0,0
2019,1,2,7,30,0,0,0,-19.8,-16.3,990,186,2.7,0.8,0,0,0
2019,1,2,8,30,343,32,62,-19.200000000000003,-14.600000000000001,990,187,3.3000000000000003,0.8,27,493,71
2019,1,2,9,30,2,110,110,-16.6,-12,989,195,4.1000000000000005,0.8,47,730,205
2019,1,2,10,30,189,192,251,-14.100000000000001,-9.8,988,207,4.6000000000000005,0.8,60,820,315
2019,1,2,11,30,8,209,212,-12.3,-8.200000000000001,987,218,4.7,0.8,68,857,382
2019,1,2,12,30,5,203,205,-11.100000000000001,-7.300000000000001,986,227,4.4,0.8,72,853,395
2019,1,2,13,30,40,179,193,-10.200000000000001,-6.7,985,234,3.8000000000000003,0.8,74,804,352
2019,1,2,14,30,6,135,137,-9.3,-6.5,985,240,3.2,0.8,69,709,261
2019,1,2,15,30,88,91,105,-8.8,-6.800000000000001,986,245,2.6,0.8,49,542,136
2019,1,2,16,30,47,11,12,-9.200000000000001,-7.5,986,249,2.1,0.8,13,130,16
2019,1,2,17,30,0,0,0,-9.9,-8.200000000000001,986,248,1.8,0.8,0,0,0
2019,1,2,18,30,0,0,0,-10.3,-8.4,987,246,1.9000000000000001,0.8,0,0,0
2019,1,2,19,30,0,0,0,-10.200000000000001,-8.4,987,243,2,0.8,0,0,0
2019,1,2,20,30,0,0,0,-10,-8.3,987,240,2,0.8,0,0,0
2019,1,2,21,30,0,0,0,-10,-8.4,986,239,1.9000000000000001,0.8,0,0,0
2019,1,2,22,30,0,0,0,-10.100000000000001,-8.700000000000001,986,238,1.8,0.8,0,0,0
2019,1,2,23,30,0,0,0,-10.600000000000001,-9.4,986,233,1.8,0.8,0,0,0
2019,1,3,0,30,0,0,0,-11.5,-10.3,986,226,1.8,0.8,0,0,0
2019,1,3,1,30,0,0,0,-12.600000000000001,-11.200000000000001,987,220,1.9000000000000001,0.8,0,0,0
2019,1,3,2,30,0,0,0,-13.200000000000001,-11.5,987,215,2,0.8,0,0,0
2019,1,3,3,30,0,0,0,-13.100000000000001,-11.3,986,215,2.2,0.8,0,0,0
2019,1,3,4,30,0,0,0,-12.8,-10.9,985,215,2.4000000000000004,0.8,0,0,0
2019,1,3,5,30,0,0,0,-12.3,-10.5,985,216,2.4000000000000004,0.8,0,0,0
2019,1,3,6,30,0,0,0,-11.9,-10.100000000000001,984,216,2.4000000000000004,0.8,0,0,0
2019,1,3,7,30,0,0,0,-11.8,-9.600000000000001,984,214,2.5,0.8,0,0,0
2019,1,3,8,30,457,26,67,-11,-8,983,211,3,0.8,26,457,67
2019,1,3,9,30,696,45,196,-8.9,-5.800000000000001,983,206,3.6,0.8,45,696,196
2019,1,3,10,30,461,122,266,-6.6000000000000005,-3.6,982,204,3.9000000000000004,0.8,56,795,304
2019,1,3,11,30,156,218,275,-4.1000000000000005,-1.4000000000000001,982,209,3.8000000000000003,0.8,61,840,370
2019,1,3,12,30,123,208,255,-1.9000000000000001,0.2,981,215,3.7,0.8,60,852,384
2019,1,3,13,30,527,126,309,-0.6000000000000001,0.9,981,221,3.7,0.8,55,836,346
2019,1,3,14,30,157,150,193,-0.30000000000000004,1.2000000000000002,981,229,3.6,0.8,47,775,259
2019,1,3,15,30,195,75,107,-0.1,1.1,981,234,3.7,0.8,35,635,138
2019,1,3,16,30,155,12,16,-0.2,0.7000000000000001,980,236,3.6,0.8,13,194,18
2019,1,3,17,30,0,0,0,-0.7000000000000001,-0.1,981,237,3.3000000000000003,0.8,0,0,0
2019,1,3,18,30,0,0,0,-1.5,-0.8,981,237,3.1,0.73,0,0,0
2019,1,3,19,30,0,0,0,-2,-1.4000000000000001,981,238,2.9000000000000004,0.73,0,0,0
2019,1,3,20,30,0,0,0,-2.6,-2.1,982,239,2.7,0.73,0,0,0
2019,1,3,21,30,0,0,0,-3.4000000000000004,-2.8000000000000003,981,240,2.6,0.73,0,0,0
2019,1,3,22,30,0,0,0,-4,-3.2,981,241,2.7,0.73,0,0,0
2019,1,3,23,30,0,0,0,-4,-3.2,981,238,3.1,0.73,0,0,0
2019,1,4,0,30,0,0,0,-3.9000000000000004,-3.2,981,236,3.2,0.73,0,0,0
2019,1,4,1,30,0,0,0,-4.1000000000000005,-3.6,982,243,3,0.73,0,0,0
2019,1,4,2,30,0,0,0,-4.6000000000000005,-4,982,255,2.8000000000000003,0.73,0,0,0
2019,1,4,3,30,0,0,0,-5.2,-4.4,982,265,2.6,0.73,0,0,0
2019,1,4,4,30,0,0,0,-5.6000000000000005,-4.800000000000001,982,273,2.2,0.73,0,0,0
2019,1,4,5,30,0,0,0,-6.1000000000000005,-5.300000000000001,982,279,1.8,0.73,0,0,0
2019,1,4,6,30,0,0,0,-6.7,-5.800000000000001,982,285,1.6,0.73,0,0,0
2019,1,4,7,30,0,0,0,-7.1000000000000005,-5.800000000000001,982,291,1.5,0.73,0,0,0
2019,1,4,8,30,48,45,49,-6.800000000000001,-4.9,982,292,1.6,0.73,28,446,68
2019,1,4,9,30,627,57,193,-5.300000000000001,-3.3000000000000003,982,281,1.7000000000000002,0.73,47,691,197
2019,1,4,10,30,232,162,235,-3.8000000000000003,-1.7000000000000002,982,256,1.7000000000000002,0.73,56,802,307
2019,1,4,11,30,844,63,374,-2.2,-0.2,982,235,1.7000000000000002,0.73,63,844,374
2019,1,4,12,30,679,107,366,-0.9,0.8,981,230,1.5,0.73,65,849,389
2019,1,4,13,30,826,60,349,-0.2,1.3,981,231,1.2000000000000002,0.73,60,826,349
2019,1,4,14,30,758,53,262,0.1,1.4000000000000001,981,235,1.3,0.73,53,758,262
2019,1,4,15,30,607,40,140,0.1,1,981,241,1.5,0.73,40,607,140
2019,1,4,16,30,177,13,18,-0.4,0.2,981,247,1.7000000000000002,0.73,13,177,18
2019,1,4,17,30,0,0,0,-1.5,-0.8,981,253,1.8,0.73,0,0,0
2019,1,4,18,30,0,0,0,-2.4000000000000004,-1.3,981,261,2,0.12,0,0,0
2019,1,4,19,30,0,0,0,-2.4000000000000004,-1.4000000000000001,981,269,2.3000000000000003,0.12,0,0,0
2019,1,4,20,30,0,0,0,-2.3000000000000003,-1.8,981,276,2.4000000000000004,0.12,0,0,0
2019,1,4,21,30,0,0,0,-2.8000000000000003,-2.4000000000000004,981,279,2.3000000000000003,0.12,0,0,0
2019,1,4,22,30,0,0,0,-3.5,-3,981,278,2.2,0.12,0,0,0
2019,1,4,23,30,0,0,0,-4.1000000000000005,-3.4000000000000004,981,274,2.1,0.12,0,0,0
2019,1,5,0,30,0,0,0,-4.4,-3.6,982,268,2.1,0.12,0,0,0
2019,1,5,1,30,0,0,0,-4.5,-3.7,982,258,2.2,0.12,0,0,0
2019,1,5,2,30,0,0,0,-4.6000000000000005,-3.7,982,248,2.6,0.12,0,0,0
2019,1,5,3,30,0,0,0,-4.5,-3.6,982,246,3.1,0.12,0,0,0
2019,1,5,4,30,0,0,0,-4.3,-3.4000000000000004,982,250,3.2,0.12,0,0,0
2019,1,5,5,30,0,0,0,-4.2,-3.2,982,257,3.1,0.12,0,0,0
2019,1,5,6,30,0,0,0,-4,-2.9000000000000004,982,267,2.9000000000000004,0.12,0,0,0
2019,1,5,7,30,0,0,0,-3.9000000000000004,-2.8000000000000003,983,277,2.8000000000000003,0.12,0,0,0
2019,1,5,8,30,486,26,70,-3.9000000000000004,-2.2,984,282,2.9000000000000004,0.12,26,486,70
2019,1,5,9,30,737,40,201,-3,-0.8,985,281,3.2,0.12,40,737,201
2019,1,5,10,30,837,48,311,-1.6,0.5,985,280,3.2,0.12,48,837,311
2019,1,5,11,30,876,54,378,-0.4,1.2000000000000002,986,283,2.9000000000000004,0.12,54,876,378
2019,1,5,12,30,876,55,391,0,1.5,986,291,2.7,0.12,55,876,391
2019,1,5,13,30,849,53,352,0.2,1.7000000000000002,987,300,2.6,0.12,53,849,352
2019,1,5,14,30,785,48,266,0.30000000000000004,1.6,987,309,2.4000000000000004,0.12,48,785,266
2019,1,5,15,30,641,36,144,0.2,0.6000000000000001,988,319,2.1,0.12,36,641,144
2019,1,5,16,30,232,15,22,-1.2000000000000002,-1.2000000000000002,990,331,1.9000000000000001,0.12,15,232,22
2019,1,5,17,30,0,0,0,-3.1,-2.6,991,342,1.9000000000000001,0.12,0,0,0
2019,1,5,18,30,0,0,0,-4.2,-3.6,992,353,1.9000000000000001,0.12,0,0,0
2019,1,5,19,30,0,0,0,-5.2,-4.5,993,184,1.8,0.12,0,0,0
2019,1,5,20,30,0,0,0,-6.1000000000000005,-5.300000000000001,993,13,1.9000000000000001,0.12,0,0,0
2019,1,5,21,30,0,0,0,-7,-6.1000000000000005,994,20,2,0.12,0,0,0
2019,1,5,22,30,0,0,0,-7.800000000000001,-7.1000000000000005,994,25,2,0.12,0,0,0
2019,1,5,23,30,0,0,0,-8.8,-8.200000000000001,995,30,1.9000000000000001,0.12,0,0,0
