Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1340962,-,-,-,41.89,-71.02,-5,19,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,DNI,DHI,GHI,Dew Point,Temperature,Pressure,Relative Humidity,Wind Direction,Wind Speed,Surface Albedo,Clearsky DHI,Clearsky DNI,Clearsky GHI
2018,1,1,0,30,0,0,0,-16.900000000000002,-15.3,1024,87.78,313,1.6,0.8,0,0,0
2018,1,1,1,30,0,0,0,-17.2,-15.8,1025,89.03,313,1.6,0.8,0,0,0
2018,1,1,2,30,0,0,0,-17.400000000000002,-16.1,1025,89.92,314,1.6,0.8,0,0,0
2018,1,1,3,30,0,0,0,-17.5,-16.3,1025,90.29,315,1.6,0.8,0,0,0
2018,1,1,4,30,0,0,0,-17.7,-16.6,1025,91.44,317,1.6,0.8,0,0,0
2018,1,1,5,30,0,0,0,-17.8,-16.8,1025,91.79,317,1.6,0.8,0,0,0
2018,1,1,6,30,0,0,0,-17.900000000000002,-17,1026,92.39,316,1.7000000000000002,0.8,0,0,0
2018,1,1,7,30,0,17,17,-18,-16.400000000000002,1026,87.56,317,1.7000000000000002,0.8,18,303,30
2018,1,1,8,30,540,65,166,-17.7,-15.3,1026,81.56,319,1.7000000000000002,0.8,41,733,178
2018,1,1,9,30,769,83,318,-17.5,-14,1026,74.77,320,1.7000000000000002,0.8,56,868,321
2018,1,1,10,30,691,132,399,-17.1,-12.700000000000001,1026,69.47,319,1.7000000000000002,0.8,64,929,423
2018,1,1,11,30,457,225,418,-16.7,-11.600000000000001,1025,65.86,316,1.7000000000000002,0.8,67,952,470
2018,1,1,12,30,421,228,402,-16.3,-10.8,1025,63.86,314,1.8,0.8,66,947,458
2018,1,1,13,30,495,169,346,-16,-10.5,1024,63.910000000000004,311,1.8,0.8,60,911,387
2018,1,1,14,30,743,68,262,-15.8,-10.600000000000001,1025,65.68,309,1.8,0.8,50,827,266
2018,1,1,15,30,9,76,77,-15.700000000000001,-11.3,1025,70.07000000000001,307,1.8,0.8,33,636,115
2018,1,1,16,30,0,1,1,-15.600000000000001,-12.3,1026,76.15,305,1.8,0.8,3,30,2
2018,1,1,17,30,0,0,0,-15.8,-12.9,1026,79.02,304,1.7000000000000002,0.8,0,0,0
2018,1,1,18,30,0,0,0,-15.8,-13.4,1027,81.8,303,1.7000000000000002,0.8,0,0,0
2018,1,1,19,30,0,0,0,-15.9,-13.700000000000001,1027,83.8,300,1.7000000000000002,0.8,0,0,0
2018,1,1,20,30,0,0,0,-15.700000000000001,-14,1027,86.73,293,1.6,0.8,0,0,0
2018,1,1,21,30,0,0,0,-15.600000000000001,-14.200000000000001,1027,89.47,287,1.6,0.8,0,0,0
2018,1,1,22,30,0,0,0,-15.4,-14.200000000000001,1026,90.5,281,1.5,0.8,0,0,0
2018,1,1,23,30,0,0,0,-15.200000000000001,-14.100000000000001,1025,91.61,276,1.4000000000000001,0.8,0,0,0
2018,1,2,0,30,0,0,0,-14.9,-13.9,1025,91.76,271,1.4000000000000001,0.8,0,0,0
2018,1,2,1,30,0,0,0,-14.700000000000001,-13.600000000000001,1025,91.17,269,1.4000000000000001,0.8,0,0,0
2018,1,2,2,30,0,0,0,-14.4,-13.100000000000001,1025,89.63,273,1.4000000000000001,0.8,0,0,0
2018,1,2,3,30,0,0,0,-14.100000000000001,-12.9,1025,90.66,281,1.5,0.8,0,0,0
2018,1,2,4,30,0,0,0,-13.9,-12.9,1025,92.24,289,1.5,0.8,0,0,0
2018,1,2,5,30,0,0,0,-13.9,-13,1026,93.02,296,1.5,0.8,0,0,0
2018,1,2,6,30,0,0,0,-14.100000000000001,-13,1027,91.34,303,1.6,0.8,0,0,0
2018,1,2,7,30,0,16,16,-14.5,-12.700000000000001,1028,86.41,307,1.6,0.8,18,259,29
2018,1,2,8,30,518,68,165,-14.9,-12,1028,79.33,306,1.6,0.8,47,702,178
2018,1,2,9,30,751,89,319,-15.4,-11.100000000000001,1028,70.51,302,1.6,0.8,62,850,322
2018,1,2,10,30,364,228,369,-15.700000000000001,-10.100000000000001,1028,63.79,297,1.5,0.8,69,918,425
2018,1,2,11,30,337,259,402,-15.5,-9,1026,59.19,293,1.4000000000000001,0.8,73,929,468
2018,1,2,12,30,359,243,392,-14.9,-8,1026,57.4,289,1.3,0.8,73,919,455
2018,1,2,13,30,339,204,326,-14,-7.4,1025,59.09,286,1.3,0.8,70,875,385
2018,1,2,14,30,15,131,135,-12.9,-7.2,1025,63.620000000000005,277,1.2000000000000002,0.8,59,772,262
2018,1,2,15,30,8,69,70,-12,-8.1,1025,73.54,262,1.2000000000000002,0.8,38,568,113
2018,1,2,16,30,0,1,1,-11.600000000000001,-9,1025,81.11,248,1.2000000000000002,0.8,3,29,2
2018,1,2,17,30,0,0,0,-11.4,-9,1025,82.74,240,1.3,0.8,0,0,0
2018,1,2,18,30,0,0,0,-11.100000000000001,-8.9,1025,84.23,237,1.3,0.8,0,0,0
2018,1,2,19,30,0,0,0,-10.700000000000001,-8.8,1025,86.11,236,1.4000000000000001,0.8,0,0,0
2018,1,2,20,30,0,0,0,-10.3,-8.8,1025,89.01,238,1.4000000000000001,0.8,0,0,0
